IDENTIFIER,IDENTIFFIER_TYPE,PUBLISHER,TITLE,PRIMARY_CREATORS,UNIVERSITY,SEMESTER,DEPARTMENT,COURSE CODE,NO. OF STUDENTS,PRESCRIBED/RECOMMENDED
1-91971-388-3,ISBN,UCT Press,Critical Psychology,"Hook, D., Mkhize, N., Kiguwas, P., Collins, A., Burman, E., & Parker, I. ",UCT,1st & 2nd semester,Psychology,PSY5027W,10,Prescribed
978-1-111-34315-6,ISBN,Wadsworth Cengage Learning,Human Development across the life Span (7th Edition (International Edition),Sigelman and Rider,UCT,1st semester,Psychology,PSY2009F,250,Prescribed
978-0-750-62387-2,ISBN ,Butterworths,Individual psychotherapy and the science of psychodynamic,"Malan, D.",UCT,1st & 2nd semester,Psychology,PSY5002W,8,Recommended
978-1-485-10224-3,ISBN,Juta Publishers,"Numbers, Hypotheses and Conclusions",Tredoux and Durrheim,UCT,1st & 2nd semester,Psychology,PSY2006F,250,Prescribed
978-1-485-10224-3,ISBN,Juta Publishers,"Numbers, Hypotheses and Conclusions",Tredoux and Durrheim,UCT,1st & 2nd semester,Psychology,PSY3007S,250,Prescribed
978-0495003762,ISBN,Wadswoth/Thompson,Principles of neuropsychology,"Zillmer, Spiers and Culbertson",UCT,2nd semester,Psychology,PSY3010S,80,Prescribed
978-0-077-13640-6,ISBN,McGraw -Hill,Psychology: The science of mind and behaviour (2nd),"Nigel Holt, Andy Bremner, Ed Sutherland, Michael Vliek, Michael Passer & Ronald Smith",UCT,1st semester,Psychology,PSY1004F,700,Prescribed
978-1919713694,ISBN,UCT Press,Research in Practice: Applied methods for the social sciences (2nd),"Terre Blanche, Durrheim and Painter",UCT,2nd semester,Psychology,PSY3007S,250,Prescribed
978-1919713694,ISBN,UCT Press,Research in Practice: Applied methods for the social sciences (2nd),"Terre Blanche, Durrheim and Painter",UCT,2nd semester,Psychology,PSY2006S,250,Prescribed
978-1-111-35137-3,ISBN,Wadsworth Cengage Learning,Study guide for Sigelman/Rider's Life-Span Human Development (7th Edition),"Rider, Elizabeth",UCT,1st semester,Psychology,PSY2009F,250,Recommended
978-0-890-42555-8,ISBN,American Psychiatric Association,"The Diagnostic and statistical manual of mental disorders, 5th edition, Text revision  (DSM-V)",American Psychiatric Association,UCT,1st semester,Psychology,PSY5002W,8,Prescribed
978-1592602919,ISBN,Atomic Dog,The research methods knowledge base,"Trochim, W. and Donnelly, J",UCT,2nd semester,Psychology,PSY2006S,250,Prescribed
978-0-195-39552-5,ISBN,Oxford University Press,"Neuropsychological Assessment, 5th edition","Muriel Deutsch Lezak, Diane B. Howieson, Erin D. Bigler, Daniel Tranel ",UCT,1st semester,Psychology - Child Guidance Clinic,PSY5002W,8,Prescribed
978-1-572-30462-8,ISBN,Guilford Press,Psychoanalytic Case Formulation,Nancy McWilliams,UCT,1st semester,Psychology - Child Guidance Clinic,PSY5002W,8,Prescribed
978-1-583-91831-9,ISBN,Routledge,The handbook of child and adolescent clinical psychology: a contextual approach,"Carr, A",UCT,1st semester,Psychology - Child Guidance Clinic,PSY5002W,8,Prescribed
978-0-465-08730-3,ISBN,Basic Books,Trauma and recovery,"Herman, J.",UCT,1st semester,Psychology - Child Guidance Clinic ,PSY5002W,8,Prescribed
978-0-7020-4645-2,ISBN,Elsevier,150 ECG Problems (3rd),John Hampton,UCT,1st & 2nd semester,Public Health and Family Medicine,PPH3000H,230,Recommended
9780729539050,ISBN,Elsevier,Clinical Examination: A systematic guide to physical diagnosis (6th Edition),Nicholas J Talley & Simon O'Connor,UCT,1st & 2nd semester,Public Health and Family Medicine,PPH2000W,230,Prescribed
9780702044991,ISBN,Elsevier,Clinical Medicine (8th),Kumar & Clark,UCT,1st & 2nd semester,Public Health and Family Medicine,PPH2000H,230,Prescribed
978-0-195-71868-3,ISBN,Oxford University Press,Counselling and Coping,"Kerry Gibson, Leslie Swartz, Rob Sandenbergh",UCT,1st semester,Public Health and Family Medicine,PPH1001F,450,Prescribed
978-0-195-71868-3,ISBN,Oxford University Press,Counselling and Coping,"Kerry Gibson, Leslie Swartz, Rob Sandenbergh",UCT,2nd semester,Public Health and Family Medicine,PPH1002S,450,Prescribed
9780702030857,ISBN,Elsevier Health,Davidson's Principles and Practice of Medicine (21st),"Nicholas A Boon, Sir Stanley Davidson",UCT,1st & 2nd semester,Public Health and Family Medicine,PPH2000W,230,Recommended
978-0-195-76277-8,ISBN,Oxford City Press,Epidemiology: A research manual for South Africa (2nd),"Joubert G, Ehrlich R",UCT,1st & 2nd semester,Public Health and Family Medicine,PPH4013W,250,Prescribed
978-0-195-99817-7,ISBN,Oxford University Press ,Handbook of Family Medicine (3rd),Bob Mash,UCT,1st & 2nd semester,Public Health and Family Medicine,PPH2000W,230,Prescribed
978-0-195-99817-7,ISBN,Oxford University Press ,Handbook of Family Medicine (3rd),Bob Mash,UCT,1st & 2nd semester,Public Health and Family Medicine,PPH3000H,220,Prescribed
978-0340809785,ISBN,Hodder Anold,Making sense of the ECG: a hands-on guide (3rd Edition),A Houghton and D Gray,UCT,1st & 2nd semester,Public Health and Family Medicine,PPH3000H,230,Recommended
978-0729540759,ISBN,Elsevier,Mechanisms of clinical signs,Dennis et al,UCT,1st & 2nd semester,Public Health and Family Medicine,PPH2000W,230,Prescribed
978-0-195-99817-7,ISBN,Oxford University Press Southern Africa,Oxford Handbook of Family Medicine (3rd) (Introduction and chapters 1 - 5.2 and 9),Bob Mash,UCT,1st & 2nd semester,Public Health and Family Medicine,PPH4043W,250,Prescribed
978-1-868-91604-7,ISBN,Pearson Educating and Prentice Hall,Primary Health Care: Fresh Perspectives,"Zweigenthal, Pouane, Reynolds, London, Coetzee, Alperstein, Duncan, Geiger, Petersn, Ferguson, Munro & Loveday",UCT,1st semester,Public Health and Family Medicine,PPH1001F,450,Prescribed
978-1-868-91604-7,ISBN,Pearson Educating and Prentice Hall,Primary Health Care: Fresh Perspectives,"Zweigenthal, Pouane, Reynolds, London, Coetzee, Alperstein, Duncan, Geiger, Petersn, Ferguson, Munro & Loveday",UCT,1st & 2nd semester,Public Health and Family Medicine,PPH1002S,450,Prescribed
978-1-868-91604-7,ISBN,Pearson Educating and Prentice Hall,Primary Health Care: Fresh Perspectives,"Zweigenthal, Pouane, Reynolds, London, Coetzee, Alperstein, Duncan, Geiger, Petersn, Ferguson, Munro & Loveday",UCT,1st & 2nd semester,Public Health and Family Medicine,PPH4013W,250,Prescribed
978-1-868-53474-6,ISBN,Heinman,Promoting Health in South Africa: An Action Manual,"N Coulson, S Goldstein, A Ntuli",UCT,1st & 2nd semester,Public Health and Family Medicine,PPH4013W,250,Prescribed
978-0-702-02663-8,ISBN,Baillière Tindall,Promoting Health: A Practical Guide,"Linda Ewles, Ina Simnett",UCT,1st & 2nd semester,Public Health and Family Medicine,PPH4013,40,Prescribed
978-0-627-02615-7,ISBN,Van Schaik Publisher,"South Africa Family Practice Manual, 2nd Edition","Bob Mash, Julia Blitz-Lindeque",UCT,1st & 2nd semester,Public Health and Family Medicine,PPH4043W,250,Prescribed
978-0-702-19427-6,ISBN ,Juta,Administrative Law in South Africa (2nd),Cora Hoexter,UCT,1st & second semester,Public Law,PBL4001W,120,Prescribed
978-0-702-19427-6,ISBN ,Juta,Administrative Law in South Africa (2nd),Cora Hoexter,UCT,1st & second semester,Public Law,PBL5635S,10,Prescribed
9781485100065,ISBN,Juta,An Introduction to International Law,TW Bennett and Jonathan Strug,UCT,1st & second semester,Public Law,PBL3001H,70,Recommended
9781485100065,ISBN,Juta,An Introduction to International Law,TW Bennett and Jonathan Strug,UCT,2nd semester,Public Law,PBL5618S,15,Prescribed
978-1847032782 ,ISBN,Sweet & Maxwell,Cases and Materials on International Law (7th),David Harris,UCT,1st & second semester,Public Law,PBL3001H,170,Prescribed
978-0-702-19424-5,ISBN,Juta,Criminal Procedure Handbook (10th),Joubert (ed),UCT,1st & second semester,Public Law,PBL3802H,180,Prescribed
978-0199694921,ISBN,Oxford University Press,International Criminal Law (3rd),Cassese and Gaeta,UCT,1st semester,Public Law,PBL4504F,12,Prescribed
978-0199694921,ISBN,Oxford University Press,International Criminal Law (3rd),Cassese and Gaeta,UCT,2nd semester,Public Law,PBL5807S,12,Recommended
978-0-702-17950-1,ISBN,Juta,Principles of Evidence (3rd),Schwikkard & Van der Merwe,UCT,1st & second semester,Public Law,PBL4801H,115,Prescribed
978-9067042765,ISBN,T.M.C. Asser Press,Principles of International Criminal Law (2nd),Gerhard Werle,UCT,2nd semester,Public Law,PBL5807S,12,Recommended
978-0-195-99137-6,ISBN ,Oxford University Press,South African Constitutional Law in Context,Pierre de Vos and Warren Freedman,UCT,1st & second semester,Public Law,PBL2000W,230,Prescribed
978-0-195-99137-6,ISBN ,Oxford University Press,South African Constitutional Law in Context,Pierre de Vos and Warren Freedman,UCT,1st & second semester,Public Law,PBL2002W,230,Prescribed
978-0-702-12036-7,ISBN ,Juta,South African Criminal Law and Procedure Vol I: General Principles of Criminal Law (4th),Jonathan Burchell,UCT,1st & second semester,Public Law,PBL3801W,170,Prescribed
9781485100515,ISBN ,Juta,The Criminal Procedure Act 51 of 1977 (7th),Juta's Statutes Editors,UCT,1st & second semester,Public Law,PBL3802H,180,Prescribed
978-1608311934,ISBN ,LWW,Radiobiology for the radiobiologist (7th)," Eric Hall, Amato Giaccia",UCT,1st & 2nd semester,Radiation Medicine,RAY2001W,0,Recommended
978-0745633718,ISBN,Polity,A History of the Roman Republic,Klaus Bringmann,UCT,2nd semester,School of Languages and Literature,SLL1097S,30,Prescribed
978-2090331769,ISBN ,CLE International,affaires.com,Jean-Luc Penfornis,UCT,1st semester,School of Languages and Literature,SLL3084F,20,Prescribed
978-2090331769,ISBN ,CLE International,affaires.com,Jean-Luc Penfornis,UCT,2nd semester,School of Languages and Literature,SLL3085S,20,Prescribed
978-8-800-20333-3,ISBN,Mondadori Education,Affresco Italiano B1 (2nd),Trifone Filippone-Scaglione,UCT,1st semester,School of Languages and Literature,SLL1054F,60,Recommended
978-8-800-20333-3,ISBN,Mondadori Education,Affresco Italiano B1 (2nd),Trifone Filippone-Scaglione,UCT,1st semester,School of Languages and Literature,SLL2064F,10,Prescribed
978-8-800-20333-3,ISBN,Le Monnier,Affresco Italiano B2,Trifone-Filippone-Scaglione,UCT,2nd semester,School of Languages and Literature,SLL2065S,8,Prescribed
978-2-011-55442-8,ISBN,Hachette ,Alter Ego 1,"A. Berchet, C. Hugot, V. Kizirian",UCT,1st semester,School of Languages and Literature,SLL1060F,160,Prescribed
978-2-011-55442-8,ISBN,Hachette ,Alter Ego 1,"A. Berchet, C. Hugot, V. Kizirian",UCT,2nd semester,School of Languages and Literature,SLL1061S,160,Prescribed
?,ISBN,Hachette,Alter Ego 2,"A. Berchet, C. Hugot, V. Kizirian",UCT,2nd semester,School of Languages and Literature,SLL1061S,160,Prescribed
978-2-011-55516-8,ISBN,Hachette FLE,Alter ego 4 méthode de français CD inclus,Catherine Dollez Sylvie Pons,UCT,1st & 2nd semester,School of Languages and Literature,SLL2060F,60,Prescribed
978-2-011-55516-8,ISBN,Hachette FLE,Alter ego 4 méthode de français CD inclus,Catherine Dollez Sylvie Pons,UCT,1st & 2nd semester,School of Languages and Literature,SLL2061S,85,Prescribed
978-0-030-74991-9,ISBN,Thomson/Heinle,Basic Italian + Lab Manual,Speroni-Golino-Caiti,UCT,1st semester,School of Languages and Literature,SLL1064F,30,Prescribed
978-0-030-74991-9,ISBN,Thomson/Heinle,Basic Italian + Lab Manual,Speroni-Golino-Caiti,UCT,1st & 2nd semester,School of Languages and Literature,SLL1065S,20,Prescribed
978-0-195-70672-7,ISBN,Oxford University Press,Buzani Kubawo,Witness Kholekile Tamsanqa,UCT,,School of Languages and Literature,,,Prescribed
978-1-439-08290-1,ISBN,Cengage Learning,Fuentes. Conversación y gramática (An intermediate Spanish program),"Rusch, Domínguez and Caycedo Garner",UCT,2nd semester,School of Languages and Literature,SLL2074S,20,Prescribed
978-2-070-36172-4,ISBN,Gallimard,Indian Tango,Ananda Devi,UCT,1st semester,School of Languages and Literature,SLL3060F,15,Prescribed
978-0-195-70085-5,ISBN,Oxford University Press,Ityala Lamawele, Samuel Edward Krune Mqhayi,UCT,,School of Languages and Literature,,,Prescribed
978-2-070-36002-4,ISBN,Gallimard,L'etranger,Albert Camus,UCT,2nd semester,School of Languages and Literature,SLL2061S,50,Prescribed
978-2-035-84440-1,ISBN,Petits Classiques Larousse,La Double Inconstance,Marivaux,UCT,1st semester,School of Languages and Literature,SLL3060F,15,Prescribed
9782070368785,ISBN ,Gallimard,Le mur,Jean-Paul Sartre,UCT,2nd semester,School of Languages and Literature,SLL3061S,15,Prescribed
978-2-701-15560-9,ISBN ,Gallimard,Le Roi se meurt,Ionesco,UCT,2nd semester,School of Languages and Literature,SLL2061S,50,Prescribed
978-0869814468,ISBN,UNISA press,Mathe le leleme (Bilingual Southern Sotho Course) Volume 1,"Lenake, C.F., Swanepoel",UCT,Swanepoel.,School of Languages and Literature,SLL1020F,,Prescribed
978-0869814468,ISBN,UNISA press,Mathe le leleme (Bilingual Southern Sotho Course) Volume 1,"Lenake, C.F., Swanepoel",UCT,Swanepoel.,School of Languages and Literature,SLL1021S,,Prescribed
978-0869814468,ISBN,UNISA press,Mathe le leleme (Bilingual Southern Sotho Course) Volume 1,"Lenake, C.F., Swanepoel",UCT,Swanepoel.,School of Languages and Literature,SLL1016S ,,Prescribed
978-0869814475,ISBN,UNISA press,Mathe le leleme (Bilingual Southern Sotho Course) Volume 2,"Lenake, C.F., Swanepoel",UCT,Swanepoel.,School of Languages and Literature,SLL1020F,,Prescribed
978-0869814475,ISBN,UNISA press,Mathe le leleme (Bilingual Southern Sotho Course) Volume 2,"Lenake, C.F., Swanepoel",UCT,Swanepoel.,School of Languages and Literature,SLL1021S,,Prescribed
978-0869814475,ISBN,UNISA press,Mathe le leleme (Bilingual Southern Sotho Course) Volume 2,"Lenake, C.F., Swanepoel",UCT,Swanepoel.,School of Languages and Literature,SLL1016S ,,Prescribed
978-0869814482,ISBN,UNISA press,Mathe le leleme (Bilingual Southern Sotho Course) Volume 3,"Lenake, C.F., Swanepoel",UCT,Swanepoel.,School of Languages and Literature,SLL1020F,,Prescribed
978-0869814482,ISBN,UNISA press,Mathe le leleme (Bilingual Southern Sotho Course) Volume 3,"Lenake, C.F., Swanepoel",UCT,Swanepoel.,School of Languages and Literature,SLL1021S,,Prescribed
978-0869814482,ISBN,UNISA press,Mathe le leleme (Bilingual Southern Sotho Course) Volume 3,"Lenake, C.F., Swanepoel",UCT,Swanepoel.,School of Languages and Literature,SLL1016S ,,Prescribed
978-0-141-44113-9,ISBN,Penguin,Maurice,E.M Forster,UCT,1st semester,School of Languages and Literature,SLL3001F,30,Prescribed
978-0-393-31032-0,ISBN,Penguin,Maurice,E.M Forster,UCT,1st semester,School of Languages and Literature,SLL3001F,30,Prescribed
978-0140449112,ISBN,Penguin,Politics,Aristotle,UCT,2nd semester,School of Languages and Literature,SLL2055S,,Recommended
978-0140449112,ISBN,Penguin,Politics,Aristotle,UCT,2nd semester,School of Languages and Literature,SLL3055S,,Recommended
978-0-073-53442-8,ISBN,McGraw-Hill,Puntos de partida,"Knorre, Dorwick, Girones, Glass, Villareal",UCT,2nd semester,School of Languages and Literature,SLL1073F,95,Prescribed
978-0-073-53442-8,ISBN,McGraw-Hill,Puntos de partida,"Knorre, Dorwick, Girones, Glass, Villareal",UCT,2nd semester,School of Languages and Literature,SLL1074S,50,Prescribed
978-0-470-90414-5,ISBN,John Wiley & Sons,Repase y escriba,Maria Dominicus & John Reynolds,UCT,1st semester,School of Languages and Literature,SLL3073F,12,Prescribed
978-0627023019,ISBN,Van Schaik,Sesotho made easy (A step-by-step guide),Aubrey D. Mokoe,UCT,1st & 2nd semester,School of Languages and Literature,"SLL1020F, SLL1021S, SLL1016S ",,Prescribed
9780620503952,ISBN,Fezekile Futhwa,Sotho: Afrikan Thought and Beliefs System,Fezekile Futhwa,UCT,1st & 2nd semester,School of Languages and Literature,"SLL1020F, SLL1021S, SLL1016S ",,Prescribed
9780620221924,ISBN,African Voices,Speak Xhosa with Us,Tessa Dowling,UCT,1st semester,School of Languages and Literature,SLL1101F,85,Prescribed
9780620221924,ISBN,African Voices,Speak Xhosa with Us,Tessa Dowling,UCT,1st semester,School of Languages and Literature,SLL1102S,30,Prescribed
9780620221924,ISBN,African Voices,Speak Xhosa with Us,Tessa Dowling,UCT,1st semester,School of Languages and Literature,SLL1018S,45,Prescribed
978-7561910405,ISBN,Beijing Language & Culture University Press,The New Practical Chinese Reader Vol 1,Lui Xun,UCT,1st & 2nd semester,School of Languages and Literature,"SLL1121F, SLL1122S, SLL2121F, SLL2122S",,Prescribed
978-7561928950,ISBN,Beijing Language & Culture University Press,The New Practical Chinese Reader Vol 2,Lui Xun,UCT,1st & 2nd semester,School of Languages and Literature,"SLL1121F, SLL1122S, SLL2121F, SLL2122S",,Prescribed
978-7561932551,ISBN,Beijing Language & Culture University Press,The New Practical Chinese Reader Vol 3,Lui Xun,UCT,1st & 2nd semester,School of Languages and Literature,"SLL1121F, SLL1122S, SLL2121F, SLL2122S",,Prescribed
978-7561934319,ISBN,Beijing Language & Culture University Press,The New Practical Chinese Reader Vol 4,Lui Xun,UCT,1st & 2nd semester,School of Languages and Literature,"SLL1121F, SLL1122S, SLL2121F, SLL2122S",,Prescribed
978-7561914083,ISBN,Beijing Language & Culture University Press,The New Practical Chinese Reader Vol 5,Lui Xun,UCT,1st & 2nd semester,School of Languages and Literature,"SLL1121F, SLL1122S, SLL2121F, SLL2122S",,Prescribed
978-7561925270,ISBN,Beijing Language & Culture University Press,The New Practical Chinese Reader Vol 6,Lui Xun,UCT,1st & 2nd semester,School of Languages and Literature,"SLL1121F, SLL1122S, SLL2121F, SLL2122S",,Prescribed
978-0140449112,ISBN,Penguin,The Odyssey,Homer (trans. E. V Rieu),UCT,1st semester,School of Languages and Literature,SLL1054F,60,Recommended
9780140455113,ISBN,Penguin ,The Republic,Plato,UCT,2nd semester,School of Languages and Literature,SLL2055S,50,Recommended
9780140455113,ISBN,Penguin ,The Republic,Plato,UCT,2nd semester,School of Languages and Literature,SLL3055S,50,Recommended
9782070420636,ISBN ,Gallimard,Un Chien Mort Apres Lui,Jean Rolin,UCT,2nd semester,School of Languages and Literature,SLL3061S,15,Prescribed
978-8-820-12630-8,ISBN,Loescher,Viaggio Nell'Italiano (2nd),Bozzone Costa,UCT,1st semester,School of Languages and Literature,SLL3064F,5,Prescribed
978-8-820-12630-8,ISBN,Loescher,Viaggio Nell'Italiano (2nd),Bozzone Costa,UCT,2nd semester,School of Languages and Literature,SLL3065S,2,Prescribed
978-0-495-91514-0,ISBN,Cengage Learning,Vorsprung  A communicative Introduction to German Language and culture ,"Thomas A Lovik, J Douglas Guy, Monika Chavez",UCT,1st & second semester,School of Languages and Literature,SLL1062F,30,Prescribed
978-0-495-91514-0,ISBN,Cengage Learning,Vorsprung  A communicative Introduction to German Language and culture ,"Thomas A Lovik, J Douglas Guy, Monika Chavez",UCT,1st & second semester,School of Languages and Literature,SLL1063S,20,Prescribed
978-9727572212,ISBN,Edicoes Tecnicas Lidel,Português XXI 1 Livro do Aluno,"Ana Tavares; Lidel- Edições técnicas, Lda; Lisboa-Porto-Coimbra",UCT,1st & second semester,School of Languages and Literature,"SLL1075F, SLL1076S, SLL2075F and SLL2076S",28,Prescribed
978-9727578085,ISBN,Edicoes Tecnicas Lidel,Português XXI 1 Caderno de Exercícios,"Ana Tavares; Lidel- Edições técnicas, Lda; Lisboa-Porto-Coimbra",UCT,1st & second semester,School of Languages and Literature,"SLL1075F, SLL1076S, SLL2075F and SLL2076S",28,Prescribed
978-9727573110,ISBN,Edicoes Tecnicas Lidel,Português XXI 2 Livro do Aluno,"Ana Tavares; Lidel- Edições técnicas, Lda; Lisboa-Porto-Coimbra",UCT,1st & second semester,School of Languages and Literature,"SLL1075F, SLL1076S, SLL2075F and SLL2076S",28,Prescribed
