IDENTIFIER,IDENTIFFIER_TYPE,PUBLISHER,TITLE,PRIMARY_CREATORS,UNIVERSITY,SEMESTER,DEPARTMENT,COURSE CODE,NO. OF STUDENTS,PRESCRIBED/RECOMMENDED
978-1-400-07875-2,ISBN,Anchor,The Icarus Girl,Helen Oyeyemi,UCT,2nd semester,English Language and Literature,ELL2010S ,105,Prescribed
978-1-400-07875-2,ISBN,Anchor,The Icarus Girl,Helen Oyeyemi,UCT,2nd semester,English Language and Literature,ELL3009S.6,20,Prescribed
978-0-435-90972-7,ISBN,Heinemann,The Joys of Motherhood,Buchi Emecheta,UCT,2nd semester,English Language and Literature,ELL2010S ,105,Prescribed
978-0-374-52197-4,ISBN,"Farrar, Straus & Giroux Inc ",The Kingdom of this World,Alejo Carpentier,UCT,1st semester,English Language and Literature,ELL3005F.4,20,Prescribed
978-0-191-61543-6,ISBN,Oxford University Press,The Literature Police: Apartheid Censorship and Its Cultural Consequences,Peter McDonald,UCT,1st semester,English Language and Literature,ELL2007F.9,20,Prescribed
FILM,,,The Maltese Falcon,,UCT,1st semester ,English Language and Literature,ELL2007F.11,20,Prescribed
,,,The Matrix,dir. The Wachowski Brothers,UCT,2nd semester,English Language and Literature,ELL3009S.7,20,Prescribed
978-0-19-953672-6,ISBN,Oxford University Press,The Moonstone,Wilkie Collins,UCT,2nd semester,English Language and Literature,ELL2015S.4,20,Prescribed
,,H3Ewald / Public Domain,The New Atlantis,Francis Bacon,UCT,1st semester ,English Language and Literature,ELL2014F.3,20,Prescribed
978-0-435-90233-9,ISBN,Heinemann,The Non-Believer’s Journey,Stanley Nyamfukudza,UCT,2nd semester,English Language and Literature,ELL2010S.3,20,Prescribed
978-1868422333,ISBN,Jonathan Ball Publishers,The Number ,Jonny Steinberg,UCT,1st semester,English Language and Literature,ELL2007F.4,20,Prescribed
978-1-868-42233-3,ISBN,Jonathan Ball Publishers,The Number: One Man's Search for Identity in the Cape Underworld and Prison Gangs,Jonny Steinberg,UCT,1st semester,English Language and Literature,ELL2007F.6,20,Prescribed
978-1-407-06627-1,ISBN,Random House,The Odyssey: Fitzgerald translation,Homer (tans. Robert Fitzgerald),UCT,1st semester,English Language and Literature,ELL3005F.2,20,Prescribed
978-0-571-04996-7,ISBN,Faber & Faber,The Palm-Wine Drinkard,Amos Tutuola,UCT,2nd semester,English Language and Literature,ELL2010S ,105,Prescribed
9780802133632,ISBN,Grove Press,The Palmwine Drinkard,Amos Tutuola,UCT,2nd semester,English Language and Literature,ELL2010S,105,Prescribed
,,,The Paradox of the African American Rebellion,Cornel West,UCT,2nd semester,English Language and Literature,ELL3009S.7,20,Prescribed
978-0-864-86020-0,ISBN,Harper and Brothers,The Path of Thunder,Peter Abrahams,UCT,1st semester,English Language and Literature,ELL2007F,230,Prescribed
978-1594161353,ISBN,Westholme Publishing,The Pedro Gorino: The Adventures of a Negro Sea-Captain in Africa and on the Seven Seas in His Attempts to Found an Ethiopian Empire: An Autobiographical Narrative,Harry Dean,UCT,1st semester,English Language and Literature,ELL2007F.3,20,Prescribed
978-0-679-72021-8,ISBN,Vintage,The Plague,Albert Camus,UCT,2nd semester,English Language and Literature,ELL1016S ,407,Prescribed
978-0-679-72021-8,ISBN,Vintage,The Plague,Albert Camus,UCT,2nd semester,English Language and Literature,ELL1010S,407,Prescribed
,,Any,The Poetry of Robert Frost,Robert Frost,UCT,1st semester,English Language and Literature,ELL3005F.8,20,Prescribed
,,,The Port Huron Statement (excerpt),Thomas Hayden et al,UCT,2nd semester,English Language and Literature,ELL3009S.7,20,Prescribed
978-0-795-70120-7,ISBN,Kwela Books,The Quiet Violence of Dreams,K. Sello Duiker,UCT,2nd semester,English Language and Literature,ELL3009S.5,20,Prescribed
5842A51E-96AE-9E07-D86D5FF9997286D1,UUID,Paperight,The Scarlet Letter,Nathaniel Hawthorne,UCT,2nd semester,English Language and Literature,ELL2015S ,149,Prescribed
5842A503-AA75-43BF-A0C1E5B72FC8BC21,UUID,Paperight,The Secret Agent,Joseph Conrad,UCT,1st semester,English Language and Literature,ELL3005F,230,Prescribed
978-0865436862,ISBN,Africa World Pr,The Secret in my Bosom,Gomolemo Mokae,UCT,1st semester ,English Language and Literature,ELL2007F.11,20,Prescribed
978-1-770-09249-5,ISBN,Jacana,The Silent Minaret,Ishtiyaq Shukri,UCT,1st semester,English Language and Literature,ELL4062F,20,Prescribed
978-0-140-02975-8,ISBN,Penguin Books ,The Solid Mandala,Patrick White,UCT,2nd semester,English Language and Literature,ELL3009S.2,20,Prescribed
58278A6A-0120-DCFD-4511F8A6E4BEB324,,Paperight,The Sound and The Fury (in Collected Stories),William Faulkner,UCT,1st semester,English Language and Literature,ELL3005F,230,Prescribed
56C6E67A-C6F1-306B-DBD34FC9FD406C41,UUID,Paperight,The Taming of the Shrew,William Shakespeare,UCT,1st semester ,English Language and Literature,ELL2014F.8,20,Prescribed
,,Penguin or Oxford,The Tempest,William Shakespeare,UCT,2nd semester,English Language and Literature,ELL1016S,407,Prescribed
,,Penguin or Oxford,The Tempest,William Shakespeare,UCT,2nd semester,English Language and Literature,ELL1010S ,407,Prescribed
56C6E67B-F133-9A84-794DC8E2404ABD77,UUID,Paperight,The Tempest,William Shakespeare,UCT,1st semester,English Language and Literature,ELL2014F.3,20,Prescribed
56C6E67B-F133-9A84-794DC8E2404ABD77,UUID,Paperight,The Tempest,William Shakespeare,UCT,1st semester,English Language and Literature,ELL2014F.8,20,Prescribed
978-0-307-45591-8,ISBN,Anchor,The Thing Around Your Neck,Chimamanda Ngozi Adichie,UCT,2nd semester,English Language and Literature,ELL3009S.6,20,Prescribed
,,Paperight,The Threepenny Opera,Bertolt Brecht,UCT,1st semester,English Language and Literature,ELL3005F.2,20,Prescribed
e58f4a7f-f8eb-4598-a88e-e3cfb157c475,UUID,Paperight,The Tragedy of Mariam, Elizabeth Tanfield Cary,UCT,1st semester,English Language and Literature,ELL2014F,150,Prescribed
a67177f9-495a-47ff-845a-1df1019d7fff,UUID,Paperight,The Trial,Franz Kafka,UCT,1st semester,English Language and Literature,ELL3005F.11,20,Prescribed
978-0-143-03877-1,ISBN,Penguin Books,The Virgin of Flames,Chris Abani,UCT,2nd semester,English Language and Literature,ELL3009S.6,20,Prescribed
978-0-143-10567-1,ISBN,Penguin Classics,The Vivisector,Patrick White,UCT,2nd semester,English Language and Literature,ELL3009S.2,20,Prescribed
9781843914006,ISBN,Hesperus,The Wall,Jean-Paul Sartre,UCT,1st semester,English Language and Literature,ELL3005F.11,20,Prescribed
cba8dd67-e9fb-4a0d-b663-cf0daa7bff93,UUID,Paperight,The Waste Land,T.S. Eliot,UCT,1st semester,English Language and Literature,ELL3005F,230,Prescribed
,,,The White Negro,Norman Mailer,UCT,2nd semester,English Language and Literature,ELL3009S.7,20,Prescribed
978-0-860-68524-1,ISBN,Virago,Their Eyes were Watching God,Zora Nearle Hurston,UCT,1st semester,English Language and Literature,ELL3005F.4,20,Prescribed
978-0-860-68524-1,ISBN,Virago,Their Eyes were Watching God,Zora Nearle Hurston,UCT,1st semester,English Language and Literature,ELL2010S.4,20,Prescribed
,,Heineman,Things Fall Apart,Chinua Achebe,UCT,2nd semester,English Language and Literature,ELL1016S ,407,Prescribed
,,Heineman,Things Fall Apart,Chinua Achebe,UCT,2nd semester,English Language and Literature,ELL1010S,407,Prescribed
978-0-199-53799-0,ISBN,Oxford University Press,Three Early Modern Utopias: Thomas More: Utopia / Francis Bacon: New Atlantis / Henry Neville: The Isle of Pines,Susan Bruce (Ed.),UCT,1st semester,English Language and Literature,ELL2014F,150,Prescribed
978-0-958-47084-1,ISBN,Picador Africa,To Every Birth Its Blood,Mongane Wally Serote,UCT,1st semester,English Language and Literature,ELL2007F.1,20,Prescribed
978-0-958-47084-1,ISBN,Picador Africa,To Every Birth Its Blood,Mongane Wally Serote,UCT,1st semester,English Language and Literature,ELL2007F.9,20,Prescribed
978-0-871-40685-9,ISBN,W W Norton,Tropic Death,Eric Walrond,UCT,1st semester,English Language and Literature,ELL3005F.4,20,Prescribed
FILM,ISBN,,Tsotsi,Gavin Hood,UCT,1st semester,English Language and Literature,ELL2007F.2 ,20,Prescribed
978-0-802-14268-9,ISBN,Grove Press,Tsotsi,Anthol Fugard,UCT,1st semester,English Language and Literature,ELL2007F.2 ,20,Prescribed
4FC9D559-996D-C576-4F63A0D318A17CFA,UUID,Paperight,Ulysses,James Joyce,UCT,1st semester,English Language and Literature,ELL3005F.2,20,Prescribed
4FC9D559-996D-C576-4F63A0D318A17CFA,UUID,Paperight,Ulysses,James Joyce,UCT,1st semester,English Language and Literature,ELL3005F.10,20,Prescribed
,,Paperight ,Up from Slavery,Booker T. Washington,UCT,1st semester,English Language and Literature,ELL2007F.3,20,Prescribed
5842A543-BA0B-D48D-9AAADAB543168C96,UUID,Paperight,Vanity Fair,W M Thackeray,UCT,2nd semester ,English Language and Literature,ELL2015S.4,20,Prescribed
db9e6193-7ccf-11e1-b0c4-0800200c9a66,UUID,Paperight,Villette,Charlotte Brontë,UCT,2nd semester,English Language and Literature,ELL2015S.5,20,Prescribed
978-0-141-18395-4,ISBN,Penguin,Voyage in the Dark,Jean Rhys,UCT,1st semester,English Language and Literature,ELL3005F.4,20,Prescribed
978-0-143-11692-9,ISBN,Penguin,Waiting for the Barbarians,J.M. Coetzee,UCT,1st semester,English Language and Literature,ELL2007F.5,20,Prescribed
 978-0980270006,ISBN,Pentz Publishers,White Writing: One the Culture and Letters in South Africa,J.M Coetzee,UCT,2nd semester,English Language and Literature,ELL3009S.9,20,Recommended
,,,Why Johnny Can’t Dissent,Thomas Frank,UCT,2nd semester,English Language and Literature,ELL3009S.7,20,Prescribed
978-0-864-86027-9,ISBN,New Africa Books,Wild Deer,Ethelreda Lewis,UCT,1st semester,English Language and Literature,ELL2007F.3,20,Prescribed
,,Paperight,Wild Deer,Ethelreda Lewis,UCT,1st semester,English Language and Literature,ELL2007F.3,20,Prescribed
978-0142002001,ISBN,Penguin,Youth,J.M. Coetzee,UCT,1st semester,English Language and Literature,ELL2007F.10,20,Prescribed
FILM,,,Zulu Love Letter,Ramadan Suleiman,UCT,1st semester ,English Language and Literature,ELL2007F.2,20,Prescribed
9780415395168,ISBN,Routledge,Fundamentals of the Physical Environment,"Peter Smithson, Ken Addison, Ken Atkinson",UCT,1st semester,Environmental and Geographical Sciences,EGS2013F,150,Prescribed
978-1770098381,ISBN,Jacana Media,Introduction to Journalism,Gwen Ansell,UCT,2nd semester,Film and Media,FAM2010S,20,Prescribed
978-1770098381,ISBN,Jacana Media,Introduction to Journalism,Gwen Ansell,UCT,2nd semester,Film and Media,FAM3009F ,20,Prescribed
978-1770098381,ISBN,Jacana Media,Introduction to Journalism,Gwen Ansell,UCT,2nd semester,Film and Media,FAM3012S,20,Prescribed
978-0195574340,ISBN,Oxford University Press,Media and Society,O’Shaugnessy and Stadler,UCT,1st semester,Film and Media, FAM1001F,400,Prescribed
978-0195574340,ISBN,Oxford University Press,Media and Society,O’Shaugnessy and Stadler,UCT,1st semester,Film and Media,FAM1009F,400,Prescribed
978-1-449319-274,ISBN, O’Reilly,"Learning Web Design, 4th Edition A Beginner's Guide to HTML, CSS, JavaScript, and Web Graphics  (2012) ",Jennifer Niederst Robbins,UCT,2nd semester,Film and Media,FAM2009S ,,Prescribed
978-1-4493-7980-3,ISBN, O’Reilly,Getting Started with Processing (2010),Casey Reas and Ben Fry,UCT,1st semester,Film and Media,FAM3007F ,,Prescribed
978-1-4493-9054-9,ISBN, O’Reilly,Head First HTML5 Programming: Building web apps with javascript (2011),"Freeman, Eric and Robson, Elisabeth",UCT,2nd semester,Film and Media,FAM3008S ,,Prescribed
978-0-702-17157-4,ISBN,Juta,Financial Management (7th),"Carlos Correia, David Flynn, Enrico Uliana, Michael Wormald",UCT,1st semester,Finance and Tax,FTX2024F,350,Prescribed
978-0-702-17157-4,ISBN,Juta,Financial Management (7th),"Carlos Correia, David Flynn, Enrico Uliana, Michael Wormald",UCT,1st semester,Finance and Tax,FTX2024S,650,Prescribed
978-0-077-11478-7,ISBN,MCGraw Hill,Fundamentals of Corporate Finance,"C Firer, SA Ross, RW Westerfield, BD Jordan",UCT,1st semester,Finance and Tax,FTX2020F,100,Prescribed
978-0-071-28914-6,ISBN,MCGraw-Hill,Investments and Portfolio Management (9th),"Z Bodie, A Kane, AJ Marcus",UCT,1st & 2nd semester,Finance and Tax,FTX3044F,430,Prescribed
978-0-071-28914-6,ISBN,MCGraw-Hill,Investments and Portfolio Management (9th),"Z Bodie, A Kane, AJ Marcus",UCT,1st & 2nd semester,Finance and Tax,FTX3045S,430,Prescribed
978-0-874-92968-0,ISBN,Hedron,Notes on South African Income Tax,Phillip Haupt,UCT,1st semester,Finance and Tax,FTX4010F,30,Prescribed
978-0-409-11206-1,ISBN,LexisNexis,Understanding Finance and Accounting (3rd),David Flynn,UCT,1st semester,Finance and Tax,FTX1005F,30,Recommended
978-0-767-90818-4,ISBN,Broadway Books,A Short History of Nearly Everything,"Bryson, Bill",UCT,1st semester,Geological Sciences,GEO1009F ,300,Recommended
978-0-582-30094-1,ISBN,Longman,An Introduction to the Rock-Forming Minerals (2nd),"Deer, Howie & Zussmann",UCT,2nd semester,Geological Sciences,GEO2004S,35,Prescribed
978-0-582-30094-1,ISBN,Longman,An Introduction to the Rock-Forming Minerals (2nd),"Deer, Howie & Zussmann",UCT,2nd semester,Geological Sciences,GEO2001F,35,Prescribed
978-0-582-30094-1,ISBN,Longman,An Introduction to the Rock-Forming Minerals (2nd),"Deer, Howie & Zussmann",UCT,2nd semester,Geological Sciences,GEO3005F,35,Prescribed
978-0-582-45591-7,ISBN,Routledge,Atlas of rock-forming minerals in thin section,W.S. MacKenzie & C Guilford,UCT,1st semester,Geological Sciences,GEO2001F,35,Recommended
978-0-393-93518-9,ISBN,W W Norton & Company,Earth - Portrait of a planet,Stephen Marshak,UCT,1st semester,Geological Sciences,GEO1009F ,300,Recommended
978-0-393-92467-1,ISBN,W W Norton & Company,Earth Structure: An Introduction to Structural Geology and Tectronics,"Ben A. Van Der Pluijm, Stephen Marshak",UCT,2nd semester,Geological Sciences,GEO2004S,35,Recommended
978-0-471-77277-4,ISBN,Wiley,Manual of mineral science (23rd),"Cornelis Klein, Barbara Dutrow",UCT,1st semester,Geological Sciences,GEO2001F,35,Recommended
978-3-540-74168-8,ISBN,Springer,Petrogenesis of metamorphic rocks,"Kurt Bucher, Rodney Grapes",UCT,2nd semester,Geological Sciences,GEO2004S,35,Recommended
978-0-521-88006-0,ISBN,Cambridge University Press,Principles of igneous and metamorphic petrology,"Philpotts AR, Ague JJ",UCT,2nd semester,Geological Sciences,GEO2004S,35,Recommended
978-0-321-74576-7,ISBN,Pearson,Principles of Sedimentology and Stratigraphy,Sam Boggs,UCT,2nd semester,Geological Sciences,GEO2004S,35,Recommended
978-1-139-48861-7,ISBN,Cambridge University Press,Structural Geology,Haakon Fossen,UCT,2nd semester,Geological Sciences,GEO2004S,35,Recommended
978-1-919-93070-1,ISBN,Juta,The Rocks and Mountains of Cape Town,John S Compton,UCT,1st semester,Geological Sciences,GEO1009F ,300,Recommended
978-1-770-07148-3,ISBN,Struik,The story of Earth & Life,"Terence McCarthy, Bruce Rubisge",UCT,2nd semester,Geological Sciences,GEO3001S,35,Recommended
978-0-702-03610-1,ISBN,Elsevier Health Sciences / Churchill Livingstone,A Physiotherapist's Guide to Clinical Measurement,"John Edward Fox, Richard Jasper Day",UCT,1st semester,Health and Rehabilitative Science,AHS1033F,60,Recommended
978-0-620-404907-0,ISBN,Quickfox Publishing,A skills standard for budding Scientists: The essential guide to mastering skills in the FET phase science subjects,J Buchanan,UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS1032S,55,Prescribed
978-0-620-404907-0,ISBN,Quickfox Publishing,A skills standard for budding Scientists: The essential guide to mastering skills in the FET phase science subjects,J Buchanan,UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS1035F,55,Prescribed
978-0-443-06912-3,ISBN,Elsevier / Churchill Livingstone,Anatomy and Human Movement,"Nigel Palastanga, Roger Soames, Dot Palastanga",UCT,1st & 2nd semester,Health and Rehabilitative Science,HUB2015W,58,Recommended
978-0-127-85083-2,ISBN,Academic Press / Therapy Skill Builders,Baby Treatment - Based on NDT Principles,"Lois Bly, Marcia Stamer",UCT,2nd semester,Health and Rehabilitative Science,AHS1034S,60,Recommended
978-0-815-19334-0,ISBN,CV Mosby,Clinical assessment in Respiratory care,"Robert L Wilkins, Richard L Sheldon",UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS2053H,58,Prescribed
978-0-070-27899-8,ISBN,McGraw-Hill / Churchill Livingstone,Clinical Sports Medicine,"Peter Brukner, Karim Khan",UCT,1st semester,Health and Rehabilitative Science,AHS1033F,60,Recommended
978-0-070-27899-8,ISBN,McGraw-Hill / Churchill Livingstone,Clinical Sports Medicine,"Peter Brukner, Karim Khan",UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS3076H,60,Recommended
978-0-340-76372-8,ISBN,"Butterworth, Heimann",Concise system of orthopaedics and fractures,"A Graham Apley, Loius Solomon",UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS3076H,54,Recommended
978-0-323-26637-6,ISBN,Elsevier Health Sciences / Saunders,Daniels & Worthingham's Muscle Testing: Techniques of Manual Examination (Seventh),Hislop H & Montgomery J,UCT,1st semester,Health and Rehabilitative Science,AHS1033F,60,Recommended
978-0-433-01734-9,ISBN,Butterworth-Heinemann,Electrotherapy explained- Principles and Practices,"John Low, Ann Reed",UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS2053H,58,Prescribed
978-0-987-34267-6,ISBN,Noigroup Publications,Explain Pain,"David S Butler, G Lorimer Moseley",UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS4071H,51,Prescribed
978-0-443-08913-8,ISBN,Elsevier / Churchill Livingstone,Functional movement re-education,"Susan Ryerson, Kathryn Levit",UCT,2nd semester,Health and Rehabilitative Science,AHS1034S,60,Recommended
978-0-750-68883-3,ISBN,Butterworth Heinemann,Gait Analysis: An introduction (4th),Michael Whittle,UCT,2nd semester,Health and Rehabilitative Science,AHS1034S,60,Recommended
978-0-443-07349-6,ISBN,Elsevier Health Sciences / Churchill Livingstone,Handbook of Clinical Massage,Mario-Paul Cassar,UCT,2nd semester,Health and Rehabilitative Science,AHS1034S,60,Recommended
978-0-443-06933-8,ISBN,Churchill Livingstone,Maitland's Clinical Companion: An essential guide for students,Kevin Banks and Elly Hengeveld,UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS2052H,58,Prescribed
978-1-437-71977-2,ISBN,Elsevier / WB Saunders Company,Massage Therapy: Principles and Practice,Susan G. Salvo,UCT,2nd semester,Health and Rehabilitative Science,AHS1034S,60,Recommended
978-1-608-31018-0,ISBN,"Lippincott, Williams and Wlikens",Motor control: Translating Research into Clinical Practice Theory and Practical Applications (4th),"Anne Shumway-Cook, Marjorie H. Woollacott",UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS3077H,54,Recommended
978-0-761-64228-2,ISBN,Therapy Skill Builders,Motor skills acquisition in the first year: an illustrated guide to normal development,Lois Bly,UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS1034S,60,Prescribed
978-0-761-64228-2,ISBN,Therapy Skill Builders,Motor skills acquisition in the first year: an illustrated guide to normal development,Lois Bly,UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS2053H,58,Prescribed
978-0-683-04576-5,ISBN,Lippincott Williams & Wilkins,Muscles Testing and Function with Posture and Pain (Fifth),"Kendall F, McCreary E, Provance P, Rodgers M, Romani W",UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS1033F,60,Recommended
978-0-683-04576-5,ISBN,Lippincott Williams & Wilkins,Muscles Testing and Function with Posture and Pain (Fifth),"Kendall F, McCreary E, Provance P, Rodgers M, Romani W",UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS1034S,60,Recommended
978-0-683-08367-5,ISBN,Lippincott Williams & Wilkins,Myofascial Pain and Dysfunction: Lower Extremities: The Trigger Point Manual,"Janet G. Travell, David G. Simons",UCT,1st semester,Health and Rehabilitative Science,AHS1033F,60,Recommended
978-0-683-08363-7,ISBN,Lippincott Williams & Wilkins,Myofascial Pain and Dysfunction: Upper Half of Body: The Trigger Point Manual,"David G. Simons, Janet G. Travell, Lois S. Simons",UCT,1st semester,Health and Rehabilitative Science,AHS1033F,60,Recommended
978-0-702-04051-1,ISBN,Springer,Neurological Rehabilitation: Optimizing Motor Performance,"J Carr, R Shepherd",UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS3077H,54,Prescribed
979-0-702-02990-5,ISBN,Churchill Livingstone,Neuromusculoskeletal examination and assessment,Petty and Moore,UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS2052H,58,Recommended
978-0-443-06812-6,ISBN,"Mosby, Elsevier",Orthopaedic Massage: Theory and Technique (Second),,UCT,2nd semester,Health and Rehabilitative Science,AHS1034S,60,Recommended
978-0-781-76760-6,ISBN,"Lippincott, Williams and Wlikens",Outcome-based Massage (Second),"Carla-Krystin Andrade, Paul Clifford",UCT,2nd semester,Health and Rehabilitative Science,AHS1034S,60,Recommended
978-0-980-35880-3,ISBN,Dancing giraffe press,Painful Yams,L Moseley,UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS4071H,51,Recommended
978-0-443-10059-8,ISBN,Elsevier / Churchill Livingstone,Perspectives on Disability and Rehabilitation (1st),Karen Whalley Hammell,UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS3077H,54,Recommended
978-0-723-43285-2,ISBN,"Mosby, Elsevier",Physical management in neurological rehabilitation (2nd),Maria Stokes,UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS3077H,54,Recommended
978-0-721-60378-0,ISBN,W.B. Saunders,Physical therapy for Children,S.K. Campbell,UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS1034S,60,Recommended
978-0-721-60378-0,ISBN,W.B. Saunders,Physical therapy for Children,S.K. Campbell,UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS2053H,58,Recommended
978-0-702-03974-4,ISBN,Elsevier Health Sciences / Churchill Livingstone,Physiotherapy for Respiratory and Cardiac problems,"Jennifer A. Pryor, Ammani S Prasad",UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS2053H,58,Prescribed & Recommended
978-0-702-03974-4,ISBN,Elsevier Health Sciences / Churchill Livingstone,Physiotherapy for Respiratory and Cardiac problems,"Jennifer A. Pryor, Ammani S Prasad",UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS3077H,54,Prescribed & Recommended
978-0-750-60016-3,ISBN,Butterworth-Heinemann,Physiotherapy in Obstetrics and Gynaecology,"Margaret Polden, Jill Mantle",UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS2053H,58,Recommended
978-0-748-74037-6,ISBN,Cheltenham: Nelson Thornes,Physiotherapy in Respiratory care: An evidence based approach to respiratory and cardiac management,Alexandra Hough,UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS2053H,58,Prescribed
978-0-723-42594-6,ISBN,Churchill Livingstone,Rheumatological Physiotherapy,"C David, J Lloyd",UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS2052H,58,Recommended
978-3-540-51242-4,ISBN,Springer,Right in the middle: Selective trunk activity in the treatment of adult hemiplegia (Second),Patricia M. Davies,UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS3077H,54,Recommended
978-0-387-55934-6,ISBN,Churchill Livingstone,Starting again: early rehabilitation after traumatic brain injury or other severe brain lesion,"Davies, Patricia M",UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS3077H,54,Recommended
978-3-540-60720-5,ISBN,Springer,Steps to follow- the comprehensive treatment of patients with Hemiplegia,"Davies, Patricia M",UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS3077H,54,Recommended
978-0-750-64712-0,ISBN,"Butterworth, Heimann",Stroke rehabilitation: guidelines for exercise to optimize motor skill (First),"Janet H. Carr, Roberta B. Shepherd ",UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS3077H,54,Recommended
978-0-443-10180-9,ISBN,Churchill Livingstone,Tetraplegia and Paraplegia: a guide for physiotherapists,Ida Bromley,UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS1034S,60,Prescribed
978-0-443-10180-9,ISBN,Churchill Livingstone,Tetraplegia and Paraplegia: a guide for physiotherapists,Ida Bromley,UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS3077H,77,Prescribed
978-0-080-44984-5,ISBN,Churchill Livingstone,The physiotherapist's pocketbook (2nd),"J Kenyon, K Kenyon",UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS3076H,54,Recommended
978-0-721-64077-8,ISBN,Elsevier / Saunders,Therapeutic Exercise Treatment Planning for Progression,"Frances E. Huber, Christine Lynn Wells",UCT,2nd semester,Health and Rehabilitative Science,AHS1034S,60,Recommended
978-0-803-61584-7,ISBN,FA Davis Company ,Therapeutic exercise- Foundations and Techniques,"C Kisner, L Colby",UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS1033F,60,Prescribed
978-0-803-61584-7,ISBN,FA Davis Company ,Therapeutic exercise- Foundations and Techniques,"C Kisner, L Colby",UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS1034S,60,Prescribed
978-0-070-50771-5,ISBN,McGraw-Hill,Therapeutic Modalities for Allied Health Professionals,"William E. Prentice, William S. Quillen, Frank B. Underwood",UCT,2nd semester,Health and Rehabilitative Science,AHS1034S,60,Recommended
978-0-781-74481-2,ISBN,"Lippincott, Williams, Wilkens",Women's Health in Physical Therapy,"Irion J, Irion G",UCT,1st & 2nd semester,Health and Rehabilitative Science,AHS2053H,58,Prescribed
978-1556423215,ISBN,"SLACK Incorporated, Thorofare, NJ",Activity analysis & application,"Lamport NK, Coffey MS, Hersch GI",UCT,2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS1032S,55,Prescribed
978-1556423215,ISBN,"SLACK Incorporated, Thorofare, NJ",Activity analysis & application,"Lamport NK, Coffey MS, Hersch GI",UCT,1st semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS1035F,55,Prescribed
978-0803614994,ISBN,F.A. Davis Company,Applying the Functional Group Model,"Schwartzberg SL, Howe MC, and Barnes AM",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS2043W,56,Recommended
9780627027963,ISBN,"Van Schaik: Pretoria,",Believe that all can achieve: Increasing classroom participation in learners with special support needs,"Bornman, J. and Rose, J.",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS4120W,51,Recommended
9780627027963,ISBN,"Van Schaik: Pretoria,",Believe that all can achieve: Increasing classroom participation in learners with special support needs,"Bornman, J. and Rose, J.",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS4121W,51,Recommended
978-0750688109,ISBN,Butterworth Heinemann Elsevier,Finnie’s Handling the Young child with Cerebral Palsy at home. (4th ed),"Bower, E",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS3108W,58,Prescribed
978-0781768269,ISBN,"Baltimore: Lippincott, Williams, and Wilkins.",Frames of Reference for Pediatric Occupational Therapy.,"Kramer, P. and Hinojosa, J.",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS4120W,51,Recommended
978-0781768269,ISBN,"Baltimore: Lippincott, Williams, and Wilkins.",Frames of Reference for Pediatric Occupational Therapy.,"Kramer, P. and Hinojosa, J.",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS4121W,51,Recommended
